KO	L1	L2	L3	L4
K00721	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_N-glycan biosynthesis	L4_NONE
K01001	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_N-glycan biosynthesis	L4_NONE
K00902	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_N-glycan biosynthesis	L4_NONE
K00726	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_N-glycan biosynthesis	L4_NONE
K00820	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K00621	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K01836	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K03431	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K04042	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K11528	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K00972	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K00790	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K00075	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Murein	L4_NONE
K00740	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K00727	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K02840	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K02844	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K02852	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03275	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03276	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03669	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03814	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03843	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03844	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03846	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03848	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03849	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03850	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03854	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03867	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K03877	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K04478	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05284	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05286	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05366	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05367	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05529	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05530	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05531	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05532	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05533	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05534	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05535	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05536	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K05538	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K06119	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07272	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07542	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07553	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07632	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07635	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07819	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07820	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07966	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07967	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07968	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07969	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07970	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K07971	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K08098	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K08251	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09653	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09654	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09655	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09661	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09662	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09663	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09664	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09665	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09666	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09667	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K09905	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10211	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10812	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10967	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10968	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10969	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10970	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K10971	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K11000	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K11257	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K11718	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12245	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12338	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12551	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12582	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12583	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12933	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12937	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12938	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12983	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12984	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12985	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12986	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12987	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12988	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12989	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12990	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12991	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12992	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12993	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12994	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12995	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12996	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
K12997	L1_Saccharide and derivated synthesis	L2_Polysaccharide biosynthesis and assembly of cell surface structure	L3_Mucin type O-glycan biosynthesis	L4_NONE
